FID,wcode,practicename,noofbranches,ppclustercode,ppclustername,uprn,usrn,easting,northing,latitude,longitude,lhb_code,lhbwcode,lhb_name_cy,lhb_name_en,lacode,msoa21cd,edcode,lsoa21cd,countrycode,country_cy,country_en,fid,id,geom
gpmainsites_ogl.235,W95035,Riversdale House,0,CC509,Bridgend East Network,2.00003E+11,47601040,290490,179487,51.5036739,-3.5791981,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000013,W02000231,W05001248,W01001035,W92000004,Cymru,Wales,471,227,MULTIPOINT ((290490 179487))
gpmainsites_ogl.236,W95036,Talbot Green Group Practice,1,CC508,South Taf Ely,2.00004E+11,47404351,304193,182837,51.5362792,-3.3827429,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000016,W02000281,W05001089,W01001243,W92000004,Cymru,Wales,472,228,MULTIPOINT ((304193 182837))
gpmainsites_ogl.237,W95037,Tynycoed Surgery,0,CC510,Bridgend North Network,2.00003E+11,47601036,290257,183672,51.5412442,-3.5838582,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000013,W02000224,W05001255,W01000987,W92000004,Cymru,Wales,474,229,MULTIPOINT ((290257 183672))
gpmainsites_ogl.239,W95041,Porthcawl Medical Centre,0,CC511,Bridgend West Network,10094050096,47602271,283044.75,177712.45,51.4862322,-3.6858315,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000013,W02000236,W05001251,W01001030,W92000004,Cymru,Wales,477,230,MULTIPOINT ((283044.75 177712.45))
gpmainsites_ogl.240,W95042,Abercynon Medical Centre,0,CC505,South Cynon,2.00003E+11,47401617,308263,194947,51.6458144,-3.3272498,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000016,W02000263,W05001072,W01001145,W92000004,Cymru,Wales,479,231,MULTIPOINT ((308263 194947))
gpmainsites_ogl.241,W95043,Nelson Surgery,0,CC604,Caerphilly North,43091556,47503442,310874,195403,51.6503338,-3.2896401,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000018,W02000302,W05001665,W01001378,W92000004,Cymru,Wales,480,232,MULTIPOINT ((310874 195403))
gpmainsites_ogl.242,W95044,Park Lane Surgery,0,CC507,South Rhondda,2.00004E+11,47410260,300773,187566,51.5781965,-3.4333721,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000016,W02000275,W05001106,W01001249,W92000004,Cymru,Wales,481,233,MULTIPOINT ((300773 187566))
gpmainsites_ogl.243,W95046,Tonyfelin Medical Centre,0,CC605,Caerphilly South,43024453,47500644,315845,187283,51.5781057,-3.2158525,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000018,W02000311,W05001663,W01001373,W92000004,Cymru,Wales,483,234,MULTIPOINT ((315845 187283))
gpmainsites_ogl.244,W95049,Nantgarw Road Medical Centre,1,CC605,Caerphilly South,43087450,47505216,313728.61,186534.7,51.5710585,-3.2462034,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000018,W02000313,W05001669,W01001398,W92000004,Cymru,Wales,485,235,MULTIPOINT ((313728.61 186534.7))
gpmainsites_ogl.245,W95050,Meddygfa Gelligaer Surgery,0,CC604,Caerphilly North,43165143,47504408,313618,196843,51.6637061,-3.2503434,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000018,W02000297,W05001673,W01001418,W92000004,Cymru,Wales,488,236,MULTIPOINT ((313618 196843))
gpmainsites_ogl.246,W95051,Ferndale Medical Centre,1,CC503,North Rhondda,2.00004E+11,47402500,299915,196926,51.662176,-3.4484253,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000016,W02000260,W05001082,W01001175,W92000004,Cymru,Wales,490,237,MULTIPOINT ((299915 196926))
gpmainsites_ogl.247,W95054,Forest View Health,2,CC503,North Rhondda,10023823191,47401632,295001,197314,51.6647661,-3.5195625,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000016,W02000261,W05001112,W01001273,W92000004,Cymru,Wales,493,238,MULTIPOINT ((295001 197314))
gpmainsites_ogl.248,W95057,Penygraig Surgery,0,CC507,South Rhondda,1.00101E+11,47402338,299943,191384,51.6123673,-3.4464351,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000016,W02000269,W05001095,W01001220,W92000004,Cymru,Wales,498,239,MULTIPOINT ((299943 191384))
gpmainsites_ogl.249,W95058,Taff Vale Practice,2,CC504,North Taf Ely,2.00003E+11,47404007,309132,188272,51.5859518,-3.3129599,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000016,W02000273,W05001102,W01001185,W92000004,Cymru,Wales,499,240,MULTIPOINT ((309132 188272))
gpmainsites_ogl.250,W95059,Court House Medical Centre,0,CC605,Caerphilly South,43089366,47501939,315697,187984,51.5843851,-3.2181565,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000018,W02000311,W05001663,W01001372,W92000004,Cymru,Wales,505,241,MULTIPOINT ((315697 187984))
gpmainsites_ogl.251,W95060,Taffs Well Medical Centre,1,CC508,South Taf Ely,2.00003E+11,47403795,312201,183534,51.543848,-3.2674877,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000016,W02000277,W05001103,W01001241,W92000004,Cymru,Wales,506,242,MULTIPOINT ((312201 183534))
gpmainsites_ogl.252,W95062,St Andrews Surgery,0,CC507,South Rhondda,1.00101E+11,47402160,299214,192815,51.6250999,-3.4573715,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000016,W02000267,W05001105,W01001247,W92000004,Cymru,Wales,508,243,MULTIPOINT ((299214 192815))
gpmainsites_ogl.253,W95063,Heathbridge House,0,CC511,Bridgend West Network,10013375090,47601218,283372.31,182667.66,51.5308363,-3.6827551,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000013,W02000225,W05001253,W01001050,W92000004,Cymru,Wales,509,244,MULTIPOINT ((283372.31 182667.66))
gpmainsites_ogl.254,W95064,Bron y Garn Surgery,0,CC510,Bridgend North Network,10090816760,47601080,284486,191572,51.611094,-3.6696375,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000013,W02000219,W05001243,W01001017,W92000004,Cymru,Wales,510,245,MULTIPOINT ((284486 191572))
gpmainsites_ogl.255,W95065,Oakfield Surgery,1,CC604,Caerphilly North,43018554,47502759,314649,194378,51.6417051,-3.2348371,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000018,W02000302,W05001678,W01001433,W92000004,Cymru,Wales,511,246,MULTIPOINT ((314649 194378))
gpmainsites_ogl.257,W95068,Bryntirion Surgery,1,CC604,Caerphilly North,43091558,47503788,314791,199487,51.6876524,-3.2340332,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000018,W02000293,W05001649,W01001337,W92000004,Cymru,Wales,514,247,MULTIPOINT ((314791 199487))
gpmainsites_ogl.258,W95070,Bridgend Group Practice,3,CC509,Bridgend East Network,2.00003E+11,47601040,290527.55,179357.6,51.5025181,-3.5786171,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000013,W02000234,W05001248,W01001036,W92000004,Cymru,Wales,518,248,MULTIPOINT ((290527.55 179357.6))
gpmainsites_ogl.259,W95072,Pontcae Medical Practice,0,CC506,South Merthyr Tydfil,2.00003E+11,25100199,304543,206196,51.7463069,-3.3840772,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000024,W02000286,W05001617,W01001293,W92000004,Cymru,Wales,524,249,MULTIPOINT ((304543 206196))
gpmainsites_ogl.260,W95073,The Village Surgery,0,CC605,Caerphilly South,43178823,47502941,314806,190428,51.6062207,-3.2316074,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000018,W02000308,W05001660,W01001367,W92000004,Cymru,Wales,525,250,MULTIPOINT ((314806 190428))
gpmainsites_ogl.261,W95078,South Street Surgery,0,CC604,Caerphilly North,43024348,47503289,314929,199675,51.6893633,-3.2320832,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000018,W02000293,W05001649,W01001338,W92000004,Cymru,Wales,527,251,MULTIPOINT ((314929 199675))
gpmainsites_ogl.262,W95081,Meddygfa Cwm Rhymni Practice,1,CC604,Caerphilly North,43172708,47504280,311448,207367,51.7579678,-3.2843865,7A6,W11000028,Bwrdd Iechyd Prifysgol Aneurin Bevan,Aneurin Bevan University Health Board,W06000018,W02000290,W05001664,W01001376,W92000004,Cymru,Wales,533,252,MULTIPOINT ((311448 207367))
gpmainsites_ogl.263,W95086,Morlais Medical Practice,2,CC502,North Merthyr Tydfil,2.00003E+11,25100060,306462,207995,51.7628013,-3.356774,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000024,W02000284,W05001618,W01001298,W92000004,Cymru,Wales,538,253,MULTIPOINT ((306462 207995))
gpmainsites_ogl.264,W95087,Abercwmboi Medical Centre,1,CC505,South Cynon,10023821647,47400795,302418,200053,51.690725,-3.413125,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000016,W02000256,W05001071,W01001142,W92000004,Cymru,Wales,544,254,MULTIPOINT ((302418 200053))
gpmainsites_ogl.265,W95295,Cwm Gwrydd Medical Centre,0,CC507,South Rhondda,10023821468,47404391,297931,189069,51.5911992,-3.4748093,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000016,W02000274,W05001083,W01001178,W92000004,Cymru,Wales,548,255,MULTIPOINT ((297931 189069))
gpmainsites_ogl.266,W95633,Foundry Town Clinic,1,CC501,North Cynon,10024274941,47400960,300139,202482,51.7121557,-3.4467799,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000016,W02000254,W05001073,W01001150,W92000004,Cymru,Wales,557,256,MULTIPOINT ((300139 202482))
gpmainsites_ogl.267,W95645,Nantymoel Surgery,0,CC510,Bridgend North Network,1.00101E+11,47601128,293701.86,192317.86,51.6196199,-3.5368209,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000013,W02000220,W05001244,W01001025,W92000004,Cymru,Wales,567,257,MULTIPOINT ((293701.86 192317.86))
gpmainsites_ogl.268,W95647,Practice 2 Keir Hardie Health Park,0,CC502,North Merthyr Tydfil,10034662577,25100010,304163,206211,51.7463767,-3.3895838,7A5,W11000030,Bwrdd Iechyd Prifysgol Cwm Taf Morgannwg,Cwm Taf Morgannwg University Health Board,W06000024,W02000286,W05001617,W01001293,W92000004,Cymru,Wales,568,258,MULTIPOINT ((304163 206211))
gpmainsites_ogl.269,W96001,Montgomery Medical Practice,1,CC702,North Powys,10006971520,26200591,322274,296303,52.5590045,-3.1479512,7A7,W11000024,Bwrdd Iechyd Addysgu Powys,Powys Teaching Health Board,W06000023,W02000101,W05001130,W01000476,W92000004,Cymru,Wales,570,259,MULTIPOINT ((322274 296303))
gpmainsites_ogl.270,W96002,Pengorof Surgery,2,CC703,South Powys,10006970891,4102045,278289.7,209972.29,51.7751527,-3.7655019,7A7,W11000024,Bwrdd Iechyd Addysgu Powys,Powys Teaching Health Board,W06000023,W02000416,W05001127,W01001899,W92000004,Cymru,Wales,572,260,MULTIPOINT ((278289.7 209972.29))
gpmainsites_ogl.271,W96003,Ty Henry Vaughan,1,CC703,South Powys,10011752266,4101146,304216.4,228615.28,51.9477637,-3.3950224,7A7,W11000024,Bwrdd Iechyd Addysgu Powys,Powys Teaching Health Board,W06000023,W02000113,W05001121,W01000489,W92000004,Cymru,Wales,575,261,MULTIPOINT ((304216.4 228615.28))
gpmainsites_ogl.272,W96004,Wylcwm Street Surgery,0,CC701,Mid Powys,10006970001,30900731,328681.4,272387.12,52.3449135,-3.0483356,7A7,W11000024,Bwrdd Iechyd Addysgu Powys,Powys Teaching Health Board,W06000023,W02000107,W05001138,W01000449,W92000004,Cymru,Wales,577,262,MULTIPOINT ((328681.4 272387.12))
gpmainsites_ogl.273,W96005,Arwystli Medical Practice,1,CC702,North Powys,10006971491,26200632,295406.1,284380.02,52.4473498,-3.540393,7A7,W11000024,Bwrdd Iechyd Addysgu Powys,Powys Teaching Health Board,W06000023,W02000106,W05001153,W01000467,W92000004,Cymru,Wales,578,263,MULTIPOINT ((295406.1 284380.02))
gpmainsites_ogl.274,W96006,Rhayader Group Practice,0,CC701,Mid Powys,1.00101E+11,30900742,297268.6,268011.13,52.3005946,-3.5079796,7A7,W11000024,Bwrdd Iechyd Addysgu Powys,Powys Teaching Health Board,W06000023,W02000108,W05001166,W01000487,W92000004,Cymru,Wales,580,264,MULTIPOINT ((297268.6 268011.13))
gpmainsites_ogl.275,W96007,Builth Wells Medical Practice,1,CC701,Mid Powys,10011738583,4114521,303273.4,251189.62,52.1504986,-3.4151341,7A7,W11000024,Bwrdd Iechyd Addysgu Powys,Powys Teaching Health Board,W06000023,W02000110,W05001123,W01000432,W92000004,Cymru,Wales,581,265,MULTIPOINT ((303273.4 251189.62))
gpmainsites_ogl.276,W96009,Caereinion Medical Practice,0,CC702,North Powys,10011763218,85309859,310489.8,306592.63,52.649668,-3.3245203,7A7,W11000024,Bwrdd Iechyd Addysgu Powys,Powys Teaching Health Board,W06000023,W02000102,W05001147,W01000460,W92000004,Cymru,Wales,583,266,MULTIPOINT ((310489.8 306592.63))
gpmainsites_ogl.277,W96010,Welshpool Medical Centre,1,CC702,North Powys,1.00101E+11,26204104,322994.4,307812.73,52.662556,-3.1400091,7A7,W11000024,Bwrdd Iechyd Addysgu Powys,Powys Teaching Health Board,W06000023,W02000099,W05001173,W01000499,W92000004,Cymru,Wales,584,267,MULTIPOINT ((322994.4 307812.73))
gpmainsites_ogl.278,W96011,Iechyd Bro Ddyfi / Dyfi Valley Health,0,CC702,North Powys,10011801060,85314743,275065.4,300928.1,52.5917635,-3.8457503,7A7,W11000024,Bwrdd Iechyd Addysgu Powys,Powys Teaching Health Board,W06000023,W02000100,W05001158,W01000473,W92000004,Cymru,Wales,586,268,MULTIPOINT ((275065.4 300928.1))
gpmainsites_ogl.279,W96012,Llanfyllin Group Practice,2,CC702,North Powys,10011771241,26203252,314201.7,319592.18,52.7671003,-3.2730636,7A7,W11000024,Bwrdd Iechyd Addysgu Powys,Powys Teaching Health Board,W06000023,W02000097,W05001148,W01000461,W92000004,Cymru,Wales,588,269,MULTIPOINT ((314201.7 319592.18))
gpmainsites_ogl.280,W96013,Llandrindod Wells Medical Centre,0,CC701,Mid Powys,10011735086,30900846,306111.1,260917.72,52.2384241,-3.3763707,7A7,W11000024,Bwrdd Iechyd Addysgu Powys,Powys Teaching Health Board,W06000023,W02000109,W05001143,W01000456,W92000004,Cymru,Wales,592,270,MULTIPOINT ((306111.1 260917.72))
gpmainsites_ogl.281,W96015,Newtown Medical Practice,0,CC702,North Powys,10011780312,26200533,310785.1,291328.55,52.5125322,-3.3160413,7A7,W11000024,Bwrdd Iechyd Addysgu Powys,Powys Teaching Health Board,W06000023,W02000104,W05001161,W01000480,W92000004,Cymru,Wales,595,271,MULTIPOINT ((310785.1 291328.55))
gpmainsites_ogl.282,W96016,War Memorial Health Centre,0,CC703,South Powys,10011788068,4101863,322059.6,218216.02,51.8570727,-3.1331165,7A7,W11000024,Bwrdd Iechyd Addysgu Powys,Powys Teaching Health Board,W06000023,W02000114,W05001126,W01001903,W92000004,Cymru,Wales,596,272,MULTIPOINT ((322059.6 218216.02))
gpmainsites_ogl.283,W96017,Hay on Wye Health Centre,1,CC703,South Powys,10011758271,4107899,322933,241915.08,52.0702269,-3.1257622,7A7,W11000024,Bwrdd Iechyd Addysgu Powys,Powys Teaching Health Board,W06000023,W02000111,W05001135,W01000446,W92000004,Cymru,Wales,598,273,MULTIPOINT ((322933 241915.08))
gpmainsites_ogl.284,W96438,Presteigne Medical Practice,0,CC701,Mid Powys,10011741895,30900904,331687.1,264260.4,52.2722455,-3.0025697,7A7,W11000024,Bwrdd Iechyd Addysgu Powys,Powys Teaching Health Board,W06000023,W02000107,W05001165,W01000486,W92000004,Cymru,Wales,600,274,MULTIPOINT ((331687.1 264260.4))
gpmainsites_ogl.285,W97001,West Quay Medical Centre,1,CC431,Central Vale,10091914517,41500510,311024.17,167492.56,51.399461,-3.2804098,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000014,W02000251,W05001380,W01001066,W92000004,Cymru,Wales,601,275,MULTIPOINT ((311024.17 167492.56))
gpmainsites_ogl.286,W97002,Roathwell Surgery,0,CC412,Cardiff South East,1.00101E+11,5804599,319654.75,177193.99,51.4879656,-3.158579,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000402,W05001270,W01001698,W92000004,Cymru,Wales,603,276,MULTIPOINT ((319654.75 177193.99))
gpmainsites_ogl.287,W97003,Redlands Surgery,0,CC432,Eastern Vale,2.00003E+11,41500787,317612.27,171279.61,51.4345025,-3.1866098,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000014,W02000241,W05001400,W01001130,W92000004,Cymru,Wales,605,277,MULTIPOINT ((317612.27 171279.61))
gpmainsites_ogl.288,W97005,Llandaff Fields Medical Practice,0,CC422,Cardiff South West,2.00003E+11,5802093,317072,176424,51.4806701,-3.1955879,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000408,W05001293,W01001857,W92000004,Cymru,Wales,606,278,MULTIPOINT ((317072 176424))
gpmainsites_ogl.289,W97006,Brynderwen Surgery,1,CC411,Cardiff East,2.00003E+11,5800535,323606.23,181270.48,51.5251612,-3.1025633,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000377,W05001296,W01001878,W92000004,Cymru,Wales,608,279,MULTIPOINT ((323606.23 181270.48))
gpmainsites_ogl.290,W97007,Cloughmore Medical Centre,0,CC412,Cardiff South East,2.00002E+11,5804629,320646,176516,51.482011,-3.1441533,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000403,W05001295,W01001870,W92000004,Cymru,Wales,611,280,MULTIPOINT ((320646 176516))
gpmainsites_ogl.291,W97008,Llan Healthcare,1,CC411,Cardiff East,10094245721,5803401,320193.23,180095.12,51.514122,-3.1514834,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000383,W05001286,W01001813,W92000004,Cymru,Wales,612,281,MULTIPOINT ((320193.23 180095.12))
gpmainsites_ogl.292,W97009,Cathays Surgery,0,CC412,Cardiff South East,1.00101E+11,5800331,318030.35,178024.49,51.4951979,-3.1821624,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000394,W05001274,W01001722,W92000004,Cymru,Wales,614,282,MULTIPOINT ((318030.35 178024.49))
gpmainsites_ogl.293,W97010,Cyncoed Medical Practice,0,CC421,Cardiff North,10008904830,5803888,320292.8,181915.06,51.5304967,-3.1504611,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000369,W05001290,W01001844,W92000004,Cymru,Wales,615,283,MULTIPOINT ((320292.8 181915.06))
gpmainsites_ogl.294,W97011,Penarth Healthcare Partnership,0,CC432,Eastern Vale,64011777,41501704,317886,171296,51.4346896,-3.1826767,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000014,W02000241,W05001400,W01001130,W92000004,Cymru,Wales,616,284,MULTIPOINT ((317886 171296))
gpmainsites_ogl.295,W97013,Llanishen Court Surgery,0,CC421,Cardiff North,2.00003E+11,5801220,317664,181744,51.5285819,-3.1883091,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000371,W05001284,W01001791,W92000004,Cymru,Wales,617,285,MULTIPOINT ((317664 181744))
gpmainsites_ogl.296,W97014,Meddygfa Albany Surgery,0,CC412,Cardiff South East,10023546507,5800398,318750.79,177663.35,51.4920555,-3.1717035,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000399,W05001289,W01001829,W92000004,Cymru,Wales,618,286,MULTIPOINT ((318750.79 177663.35))
gpmainsites_ogl.297,W97015,North Cardiff Medical Centre,1,CC421,Cardiff North,2.00001E+11,5800695,317248,182767,51.5377173,-3.1945458,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000368,W05001281,W01001795,W92000004,Cymru,Wales,619,287,MULTIPOINT ((317248 182767))
gpmainsites_ogl.298,W97016,Taff Riverside Practice,0,CC422,Cardiff South West,2.00003E+11,5802093,317072,176424,51.4806701,-3.1955879,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000408,W05001293,W01001857,W92000004,Cymru,Wales,621,288,MULTIPOINT ((317072 176424))
gpmainsites_ogl.300,W97018,St Davids Court Surgery,0,CC422,Cardiff South West,1.00101E+11,5800521,317066,176516,51.4814963,-3.1956959,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000408,W05001293,W01001857,W92000004,Cymru,Wales,623,289,MULTIPOINT ((317066 176516))
gpmainsites_ogl.301,W97020,North Road Medical Practice,1,CC412,Cardiff South East,1.00101E+11,5801470,317200,178551,51.49981,-3.1942446,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000391,W05001278,W01001755,W92000004,Cymru,Wales,626,290,MULTIPOINT ((317200 178551))
gpmainsites_ogl.302,W97021,Birchgrove Surgery,1,CC421,Cardiff North,10008905349,5800290,316752,180458,51.5168874,-3.2011484,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000378,W05001280,W01001773,W92000004,Cymru,Wales,628,291,MULTIPOINT ((316752 180458))
gpmainsites_ogl.303,W97023,Woodlands Medical Centre,0,CC422,Cardiff South West,1.00101E+11,5800836,312501,175398,51.4707573,-3.2611417,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000409,W05001276,W01001744,W92000004,Cymru,Wales,632,292,MULTIPOINT ((312501 175398))
gpmainsites_ogl.304,W97024,Radyr Medical Centre,0,CC423,Cardiff West,10013747814,5800894,313186,180142,51.5135091,-3.2524504,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000372,W05001291,W01001954,W92000004,Cymru,Wales,633,293,MULTIPOINT ((313186 180142))
gpmainsites_ogl.305,W97025,Whitchurch Road Surgery,0,CC421,Cardiff North,10092985672,5801750,317346.53,179025.59,51.5040978,-3.1922454,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000391,W05001278,W01001757,W92000004,Cymru,Wales,634,294,MULTIPOINT ((317346.53 179025.59))
gpmainsites_ogl.306,W97027,Rumney Primary Care Centre,0,CC411,Cardiff East,10023541364,5800099,321985.49,179216.6,51.5064752,-3.1254652,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000388,W05001294,W01001868,W92000004,Cymru,Wales,635,295,MULTIPOINT ((321985.49 179216.6))
gpmainsites_ogl.307,W97028,Bishops Road Medical Centre,1,CC423,Cardiff West,1.00101E+11,5800146,315502.32,179901.02,51.5116946,-3.2190207,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000386,W05001297,W01001891,W92000004,Cymru,Wales,639,296,MULTIPOINT ((315502.32 179901.02))
gpmainsites_ogl.308,W97031,Afon Elai Partnership,1,CC422,Cardiff South West,10003566218,5802088,315803,176279,51.479179,-3.2138229,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000406,W05001273,W01002023,W92000004,Cymru,Wales,642,297,MULTIPOINT ((315803 176279))
gpmainsites_ogl.309,W97032,Waterfront Medical Centre,0,CC431,Central Vale,64031367,41502365,311909.34,167807.45,51.4024298,-3.2677674,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000014,W02000248,W05001382,W01001910,W92000004,Cymru,Wales,644,298,MULTIPOINT ((311909.34 167807.45))
gpmainsites_ogl.310,W97033,Penylan Surgery,0,CC421,Cardiff North,1.001E+11,5804703,319285,178155,51.4965519,-3.1641231,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000395,W05001288,W01001824,W92000004,Cymru,Wales,645,299,MULTIPOINT ((319285 178155))
gpmainsites_ogl.311,W97034,Roath House Surgery,1,CC421,Cardiff North,1.00101E+11,5801597,319389,178302,51.4978883,-3.162659,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000395,W05001288,W01001824,W92000004,Cymru,Wales,646,300,MULTIPOINT ((319389 178302))
gpmainsites_ogl.312,W97038,Cowbridge & Vale Medical Practice,0,CC433,Western Vale,64117613,41500929,299489.62,174876.87,51.4639085,-3.4482633,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000014,W02000238,W05001385,W01001084,W92000004,Cymru,Wales,649,301,MULTIPOINT ((299489.62 174876.87))
gpmainsites_ogl.313,W97040,Ely Bridge Surgery,0,CC422,Cardiff South West,1.00101E+11,5801386,314374,176821,51.4838366,-3.2345271,7A4,W11000029,Bwrdd Iechyd Prifysgol Caerdydd a'r Fro,Cardiff and Vale University Health Board,W06000015,W02000407,W05001276,W01001746,W92000004,Cymru,Wales,650,302,MULTIPOINT ((314374 176821))
